technique_id,name,phases,platforms,permissions,mitre_tactic_score
T1564.003,Hidden Window,defense-evasion,"macOS,Windows,Linux",User,3
T1059.006,Python,execution,"Linux,Windows,macOS","Administrator,SYSTEM,root",3
T1591.004,Identify Roles,reconnaissance,PRE,,1
T1132,Data Encoding,command-and-control,"Linux,macOS,Windows",,4
T1546.010,AppInit DLLs,"privilege-escalation,persistence",Windows,Administrator,5
T1598,Phishing for Information,reconnaissance,PRE,,1
T1496,Resource Hijacking,impact,"Windows,IaaS,Linux,macOS,Containers",,5
T1585,Establish Accounts,resource-development,PRE,,1
T1588,Obtain Capabilities,resource-development,PRE,,1
T1546.002,Screensaver,"privilege-escalation,persistence",Windows,User,5
T1578.002,Create Cloud Instance,defense-evasion,IaaS,User,3
T1213.003,Code Repositories,collection,SaaS,,2
T1565.002,Transmitted Data Manipulation,impact,"Linux,macOS,Windows",,5
T1003.008,/etc/passwd and /etc/shadow,credential-access,Linux,root,4
T1543.001,Launch Agent,"persistence,privilege-escalation",macOS,"Administrator,User",5
T1569,System Services,execution,"Windows,macOS,Linux","User,Administrator,SYSTEM,root",3
T1059.003,Windows Command Shell,execution,Windows,User,3
T1055.009,Proc Memory,"defense-evasion,privilege-escalation",Linux,,5
T1650,Acquire Access,resource-development,PRE,,1
T1601.001,Patch System Image,defense-evasion,Network,Administrator,3
T1558.002,Silver Ticket,credential-access,Windows,User,4
T1213,Data from Information Repositories,collection,"Linux,Windows,macOS,SaaS,Office 365,Google Workspace,IaaS",,2
T1070.009,Clear Persistence,defense-evasion,"Linux,macOS,Windows",,3
T1555.004,Windows Credential Manager,credential-access,Windows,,4
T1200,Hardware Additions,initial-access,"Windows,Linux,macOS",,5
T1505,Server Software Component,persistence,"Windows,Linux,macOS,Network",,3
T1485,Data Destruction,impact,"Windows,IaaS,Linux,macOS","User,Administrator,root,SYSTEM",5
T1132.002,Non-Standard Encoding,command-and-control,"Linux,macOS,Windows",User,4
T1556.001,Domain Controller Authentication,"credential-access,defense-evasion,persistence",Windows,Administrator,4
T1537,Transfer Data to Cloud Account,exfiltration,IaaS,,4
T1027.006,HTML Smuggling,defense-evasion,"Windows,Linux,macOS",,3
T1556.005,Reversible Encryption,"credential-access,defense-evasion,persistence",Windows,"User,Administrator",4
T1027.010,Command Obfuscation,defense-evasion,"Linux,macOS,Windows",,3
T1070.004,File Deletion,defense-evasion,"Linux,macOS,Windows",,3
T1189,Drive-by Compromise,initial-access,"Windows,Linux,macOS,SaaS",,5
T1498,Network Denial of Service,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",,5
T1651,Cloud Administration Command,execution,"IaaS,Azure AD",,3
T1546.016,Installer Packages,"privilege-escalation,persistence","Linux,macOS,Windows",User,5
T1595.001,Scanning IP Blocks,reconnaissance,PRE,,1
T1221,Template Injection,defense-evasion,Windows,User,3
T1037.004,RC Scripts,"persistence,privilege-escalation","macOS,Linux",root,5
T1134,Access Token Manipulation,"defense-evasion,privilege-escalation",Windows,"User,Administrator",5
T1111,Multi-Factor Authentication Interception,credential-access,"Linux,Windows,macOS",,4
T1027.002,Software Packing,defense-evasion,"macOS,Windows,Linux",,3
T1584.007,Serverless,resource-development,PRE,,1
T1071.001,Web Protocols,command-and-control,"Linux,macOS,Windows",,4
T1059.005,Visual Basic,execution,"Windows,macOS,Linux",,3
T1564.005,Hidden File System,defense-evasion,"Linux,macOS,Windows","User,Administrator",3
T1543.002,Systemd Service,"persistence,privilege-escalation",Linux,"User,root",5
T1563.002,RDP Hijacking,lateral-movement,Windows,SYSTEM,4
T1136,Create Account,persistence,"Windows,Azure AD,Office 365,IaaS,Linux,macOS,Google Workspace,Network",,3
T1547.013,XDG Autostart Entries,"persistence,privilege-escalation",Linux,"User,root",5
T1584.004,Server,resource-development,PRE,,1
T1526,Cloud Service Discovery,discovery,"Azure AD,Office 365,SaaS,IaaS,Google Workspace",,2
T1018,Remote System Discovery,discovery,"Linux,macOS,Windows,Network",,2
T1046,Network Service Discovery,discovery,"Windows,IaaS,Linux,macOS,Containers,Network",,2
T1590.001,Domain Properties,reconnaissance,PRE,,1
T1518,Software Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace","User,Administrator",2
T1538,Cloud Service Dashboard,discovery,"Azure AD,Office 365,IaaS,Google Workspace",User,2
T1055.005,Thread Local Storage,"defense-evasion,privilege-escalation",Windows,,5
T1622,Debugger Evasion,"defense-evasion,discovery","Windows,Linux,macOS",,3
T1036.006,Space after Filename,defense-evasion,"Linux,macOS",User,3
T1547.007,Re-opened Applications,"persistence,privilege-escalation",macOS,User,5
T1608.006,SEO Poisoning,resource-development,PRE,,1
T1550.002,Pass the Hash,"defense-evasion,lateral-movement",Windows,,4
T1052,Exfiltration Over Physical Medium,exfiltration,"Linux,macOS,Windows",,4
T1574.002,DLL Side-Loading,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1105,Ingress Tool Transfer,command-and-control,"Linux,macOS,Windows",,4
T1098.002,Additional Email Delegate Permissions,persistence,"Windows,Office 365,Google Workspace",,3
T1588.003,Code Signing Certificates,resource-development,PRE,,1
T1648,Serverless Execution,execution,"SaaS,IaaS,Office 365",,3
T1055.008,Ptrace System Calls,"defense-evasion,privilege-escalation",Linux,,5
T1027.007,Dynamic API Resolution,defense-evasion,Windows,,3
T1021.001,Remote Desktop Protocol,lateral-movement,Windows,"Remote Desktop Users,User",4
T1037.001,Logon Script (Windows),"persistence,privilege-escalation",Windows,,5
T1055.015,ListPlanting,"defense-evasion,privilege-escalation",Windows,User,5
T1484,Domain Policy Modification,"defense-evasion,privilege-escalation","Windows,Azure AD","Administrator,User",5
T1220,XSL Script Processing,defense-evasion,Windows,,3
T1596.005,Scan Databases,reconnaissance,PRE,,1
T1564.001,Hidden Files and Directories,defense-evasion,"Windows,macOS,Linux",User,3
T1578.001,Create Snapshot,defense-evasion,IaaS,User,3
T1591.001,Determine Physical Locations,reconnaissance,PRE,,1
T1137.002,Office Test,persistence,"Windows,Office 365","Administrator,User",3
T1587,Develop Capabilities,resource-development,PRE,,1
T1003.003,NTDS,credential-access,Windows,Administrator,4
T1602.001,SNMP (MIB Dump),collection,Network,Administrator,2
T1001.002,Steganography,command-and-control,"Linux,macOS,Windows",,4
T1204.001,Malicious Link,execution,"Linux,macOS,Windows",User,3
T1550.001,Application Access Token,"defense-evasion,lateral-movement","Office 365,SaaS,Google Workspace,Containers,IaaS,Azure AD",,4
T1547.008,LSASS Driver,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator",5
T1569.002,Service Execution,execution,Windows,"Administrator,SYSTEM",3
T1078.004,Cloud Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Azure AD,Office 365,SaaS,IaaS,Google Workspace","User,Administrator",5
T1480.001,Environmental Keying,defense-evasion,"Linux,macOS,Windows",,3
T1008,Fallback Channels,command-and-control,"Linux,Windows,macOS",,4
T1564.004,NTFS File Attributes,defense-evasion,Windows,,3
T1558.003,Kerberoasting,credential-access,Windows,,4
T1003.006,DCSync,credential-access,Windows,Administrator,4
T1124,System Time Discovery,discovery,"Windows,Network",,2
T1053.002,At,"execution,persistence,privilege-escalation","Windows,Linux,macOS","Administrator,User",5
T1055.001,Dynamic-link Library Injection,"defense-evasion,privilege-escalation",Windows,User,5
T1588.005,Exploits,resource-development,PRE,,1
T1556,Modify Authentication Process,"credential-access,defense-evasion,persistence","Windows,Linux,macOS,Network,Azure AD,Google Workspace,IaaS,Office 365,SaaS",,4
T1056.004,Credential API Hooking,"collection,credential-access",Windows,"Administrator,SYSTEM",4
T1495,Firmware Corruption,impact,"Linux,macOS,Windows,Network",,5
T1490,Inhibit System Recovery,impact,"Windows,macOS,Linux,Network,IaaS",,5
T1546.007,Netsh Helper DLL,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM",5
T1566.003,Spearphishing via Service,initial-access,"Linux,macOS,Windows",,5
T1090.001,Internal Proxy,command-and-control,"Linux,macOS,Windows",,4
T1216,System Script Proxy Execution,defense-evasion,Windows,,3
T1102.001,Dead Drop Resolver,command-and-control,"Linux,macOS,Windows",User,4
T1001.001,Junk Data,command-and-control,"Linux,macOS,Windows",,4
T1598.001,Spearphishing Service,reconnaissance,PRE,,1
T1552.007,Container API,credential-access,Containers,,4
T1584.001,Domains,resource-development,PRE,,1
T1505.001,SQL Stored Procedures,persistence,"Windows,Linux","Administrator,SYSTEM,root",3
T1556.004,Network Device Authentication,"credential-access,defense-evasion,persistence",Network,Administrator,4
T1561.001,Disk Content Wipe,impact,"Linux,macOS,Windows",,5
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows,Network",,4
T1574.004,Dylib Hijacking,"persistence,privilege-escalation,defense-evasion",macOS,,5
T1601.002,Downgrade System Image,defense-evasion,Network,Administrator,3
T1078.003,Local Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Linux,macOS,Windows,Containers","Administrator,User",5
T1211,Exploitation for Defense Evasion,defense-evasion,"Linux,Windows,macOS",,3
T1127,Trusted Developer Utilities Proxy Execution,defense-evasion,Windows,,3
T1529,System Shutdown/Reboot,impact,"Linux,macOS,Windows,Network",,5
T1218.014,MMC,defense-evasion,Windows,,3
T1564.010,Process Argument Spoofing,defense-evasion,Windows,User,3
T1574.012,COR_PROFILER,"persistence,privilege-escalation,defense-evasion",Windows,"User,Administrator",5
T1055.011,Extra Window Memory Injection,"defense-evasion,privilege-escalation",Windows,,5
T1053.005,Scheduled Task,"execution,persistence,privilege-escalation",Windows,Administrator,5
T1205.002,Socket Filters,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows",,4
T1560.001,Archive via Utility,collection,"Linux,macOS,Windows",,2
T1021.005,VNC,lateral-movement,"Linux,macOS,Windows",,4
T1047,Windows Management Instrumentation,execution,Windows,,3
T1113,Screen Capture,collection,"Linux,macOS,Windows",,2
T1027.011,Fileless Storage,defense-evasion,Windows,,3
T1037,Boot or Logon Initialization Scripts,"persistence,privilege-escalation","macOS,Windows,Linux",,5
T1557,Adversary-in-the-Middle,"credential-access,collection","Windows,macOS,Linux,Network",,4
T1033,System Owner/User Discovery,discovery,"Linux,macOS,Windows,Network",,2
T1583,Acquire Infrastructure,resource-development,PRE,,1
T1218.011,Rundll32,defense-evasion,Windows,,3
T1613,Container and Resource Discovery,discovery,Containers,,2
T1583.007,Serverless,resource-development,PRE,,1
T1132.001,Standard Encoding,command-and-control,"Linux,macOS,Windows",,4
T1027.009,Embedded Payloads,defense-evasion,"macOS,Windows,Linux",,3
T1556.003,Pluggable Authentication Modules,"credential-access,defense-evasion,persistence","Linux,macOS",root,4
T1578.004,Revert Cloud Instance,defense-evasion,IaaS,User,3
T1592,Gather Victim Host Information,reconnaissance,PRE,,1
T1596.003,Digital Certificates,reconnaissance,PRE,,1
T1056.001,Keylogging,"collection,credential-access","Windows,macOS,Linux,Network","Administrator,root,SYSTEM,User",4
T1222.002,Linux and Mac File and Directory Permissions Modification,defense-evasion,"macOS,Linux","User,root",3
T1110.001,Password Guessing,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers,Network",,4
T1216.001,PubPrn,defense-evasion,Windows,,3
T1597.002,Purchase Technical Data,reconnaissance,PRE,,1
T1003,OS Credential Dumping,credential-access,"Windows,Linux,macOS","Administrator,SYSTEM,root",4
T1129,Shared Modules,execution,Windows,,3
T1602,Data from Configuration Repository,collection,Network,,2
T1561.002,Disk Structure Wipe,impact,"Linux,macOS,Windows,Network",,5
T1498.001,Direct Network Flood,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",,5
T1574.007,Path Interception by PATH Environment Variable,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1213.002,Sharepoint,collection,"Windows,Office 365",User,2
T1006,Direct Volume Access,defense-evasion,Windows,Administrator,3
T1564.008,Email Hiding Rules,defense-evasion,"Windows,Office 365,Linux,macOS,Google Workspace",,3
T1491.002,External Defacement,impact,"Windows,IaaS,Linux,macOS",,5
T1590.005,IP Addresses,reconnaissance,PRE,,1
T1499.001,OS Exhaustion Flood,impact,"Linux,macOS,Windows",,5
T1014,Rootkit,defense-evasion,"Linux,macOS,Windows",,3
T1546.013,PowerShell Profile,"privilege-escalation,persistence",Windows,"User,Administrator",5
T1059.007,JavaScript,execution,"Windows,macOS,Linux","User,Administrator,SYSTEM",3
T1590.002,DNS,reconnaissance,PRE,,1
T1123,Audio Capture,collection,"Linux,macOS,Windows",User,2
T1543,Create or Modify System Process,"persistence,privilege-escalation","Windows,macOS,Linux",,5
T1133,External Remote Services,"persistence,initial-access","Windows,Linux,Containers,macOS",,5
T1546.006,LC_LOAD_DYLIB Addition,"privilege-escalation,persistence",macOS,User,5
T1539,Steal Web Session Cookie,credential-access,"Linux,macOS,Windows,Office 365,SaaS,Google Workspace",User,4
T1053.007,Container Orchestration Job,"execution,persistence,privilege-escalation",Containers,User,5
T1568.002,Domain Generation Algorithms,command-and-control,"Linux,macOS,Windows",User,4
T1036.007,Double File Extension,defense-evasion,Windows,,3
T1548.002,Bypass User Account Control,"privilege-escalation,defense-evasion",Windows,"Administrator,User",5
T1016.001,Internet Connection Discovery,discovery,"Windows,Linux,macOS",User,2
T1548.003,Sudo and Sudo Caching,"privilege-escalation,defense-evasion","Linux,macOS",User,5
T1560.003,Archive via Custom Method,collection,"Linux,macOS,Windows",,2
T1578,Modify Cloud Compute Infrastructure,defense-evasion,IaaS,User,3
T1583.008,Malvertising,resource-development,PRE,,1
T1069,Permission Groups Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",,2
T1114,Email Collection,collection,"Windows,Office 365,Google Workspace,macOS,Linux",,2
T1003.002,Security Account Manager,credential-access,Windows,,4
T1596.002,WHOIS,reconnaissance,PRE,,1
T1542.001,System Firmware,"persistence,defense-evasion",Windows,"Administrator,SYSTEM",3
T1594,Search Victim-Owned Websites,reconnaissance,PRE,,1
T1069.003,Cloud Groups,discovery,"Azure AD,Office 365,SaaS,IaaS,Google Workspace",,2
T1574.011,Services Registry Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User",5
T1596.001,DNS/Passive DNS,reconnaissance,PRE,,1
T1499.003,Application Exhaustion Flood,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",,5
T1195.001,Compromise Software Dependencies and Development Tools,initial-access,"Linux,macOS,Windows",,5
T1588.004,Digital Certificates,resource-development,PRE,,1
T1583.002,DNS Server,resource-development,PRE,,1
T1561,Disk Wipe,impact,"Linux,macOS,Windows,Network",,5
T1071.004,DNS,command-and-control,"Linux,macOS,Windows",,4
T1552.005,Cloud Instance Metadata API,credential-access,IaaS,,4
T1555.002,Securityd Memory,credential-access,"Linux,macOS",root,4
T1615,Group Policy Discovery,discovery,Windows,,2
T1542.003,Bootkit,"persistence,defense-evasion","Linux,Windows","Administrator,SYSTEM",3
T1025,Data from Removable Media,collection,"Linux,macOS,Windows",,2
T1218.013,Mavinject,defense-evasion,Windows,,3
T1074.001,Local Data Staging,collection,"Linux,macOS,Windows",,2
T1036.005,Match Legitimate Name or Location,defense-evasion,"Linux,macOS,Windows,Containers",,3
T1587.003,Digital Certificates,resource-development,PRE,,1
T1565.001,Stored Data Manipulation,impact,"Linux,macOS,Windows",,5
T1110.002,Password Cracking,credential-access,"Linux,macOS,Windows,Office 365,Azure AD,Network",,4
T1114.001,Local Email Collection,collection,Windows,User,2
T1555.001,Keychain,credential-access,macOS,,4
T1547,Boot or Logon Autostart Execution,"persistence,privilege-escalation","Linux,macOS,Windows","User,Administrator,root",5
T1003.004,LSA Secrets,credential-access,Windows,SYSTEM,4
T1600,Weaken Encryption,defense-evasion,Network,Administrator,3
T1606.002,SAML Tokens,credential-access,"Azure AD,SaaS,Windows,Office 365,Google Workspace,IaaS",Administrator,4
T1036.008,Masquerade File Type,defense-evasion,"Linux,macOS,Windows",,3
T1489,Service Stop,impact,"Windows,Linux,macOS",,5
T1587.001,Malware,resource-development,PRE,,1
T1652,Device Driver Discovery,discovery,"Linux,macOS,Windows",,2
T1087.002,Domain Account,discovery,"Linux,macOS,Windows",,2
T1547.014,Active Setup,"persistence,privilege-escalation",Windows,Administrator,5
T1564,Hide Artifacts,defense-evasion,"Linux,macOS,Windows,Office 365",,3
T1559.002,Dynamic Data Exchange,execution,Windows,User,3
T1204.002,Malicious File,execution,"Linux,macOS,Windows",,3
T1591.003,Identify Business Tempo,reconnaissance,PRE,,1
T1592.001,Hardware,reconnaissance,PRE,,1
T1080,Taint Shared Content,lateral-movement,"Windows,Office 365,SaaS,Linux,macOS",User,4
T1484.002,Domain Trust Modification,"defense-evasion,privilege-escalation","Windows,Azure AD",Administrator,5
T1573.001,Symmetric Cryptography,command-and-control,"Linux,Windows,macOS",,4
T1087.001,Local Account,discovery,"Linux,macOS,Windows",,2
T1586.001,Social Media Accounts,resource-development,PRE,,1
T1562.009,Safe Mode Boot,defense-evasion,Windows,Administrator,3
T1542.005,TFTP Boot,"defense-evasion,persistence",Network,Administrator,3
T1543.003,Windows Service,"persistence,privilege-escalation",Windows,,5
T1568.001,Fast Flux DNS,command-and-control,"Linux,macOS,Windows",,4
T1497.001,System Checks,"defense-evasion,discovery","Linux,macOS,Windows",,3
T1053.003,Cron,"execution,persistence,privilege-escalation","Linux,macOS",User,5
T1069.002,Domain Groups,discovery,"Linux,macOS,Windows",,2
T1588.006,Vulnerabilities,resource-development,PRE,,1
T1566.002,Spearphishing Link,initial-access,"Linux,macOS,Windows,Office 365,SaaS,Google Workspace",,5
T1070.002,Clear Linux or Mac System Logs,defense-evasion,"Linux,macOS",,3
T1499.004,Application or System Exploitation,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",,5
T1137,Office Application Startup,persistence,"Windows,Office 365","User,Administrator",3
T1218.004,InstallUtil,defense-evasion,Windows,User,3
T1598.003,Spearphishing Link,reconnaissance,PRE,,1
T1021.004,SSH,lateral-movement,"Linux,macOS",,4
T1098.003,Additional Cloud Roles,persistence,"Office 365,IaaS,SaaS,Google Workspace,Azure AD",,3
T1547.012,Print Processors,"persistence,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1566.001,Spearphishing Attachment,initial-access,"macOS,Windows,Linux",,5
T1027.008,Stripped Payloads,defense-evasion,"macOS,Linux,Windows",,3
T1559.001,Component Object Model,execution,Windows,,3
T1574.001,DLL Search Order Hijacking,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1119,Automated Collection,collection,"Linux,macOS,Windows,IaaS,SaaS",,2
T1115,Clipboard Data,collection,"Linux,Windows,macOS",,2
T1003.007,Proc Filesystem,credential-access,Linux,,4
T1583.005,Botnet,resource-development,PRE,,1
T1555.005,Password Managers,credential-access,"Linux,macOS,Windows",User,4
T1553.001,Gatekeeper Bypass,defense-evasion,macOS,,3
T1608.004,Drive-by Target,resource-development,PRE,,1
T1007,System Service Discovery,discovery,"Windows,macOS,Linux",,2
T1040,Network Sniffing,"credential-access,discovery","Linux,macOS,Windows,Network,IaaS",,4
T1553.002,Code Signing,defense-evasion,"macOS,Windows",,3
T1530,Data from Cloud Storage,collection,"IaaS,SaaS",,2
T1565.003,Runtime Data Manipulation,impact,"Linux,macOS,Windows","User,Administrator,root,SYSTEM",5
T1552.002,Credentials in Registry,credential-access,Windows,"Administrator,User",4
T1135,Network Share Discovery,discovery,"macOS,Windows,Linux",User,2
T1120,Peripheral Device Discovery,discovery,"Windows,macOS,Linux","User,Administrator,SYSTEM",2
T1590.004,Network Topology,reconnaissance,PRE,,1
T1587.002,Code Signing Certificates,resource-development,PRE,,1
T1222.001,Windows File and Directory Permissions Modification,defense-evasion,Windows,,3
T1137.006,Add-ins,persistence,"Windows,Office 365","Administrator,User",3
T1505.002,Transport Agent,persistence,"Linux,Windows","SYSTEM,Administrator,root",3
T1082,System Information Discovery,discovery,"Windows,IaaS,Linux,macOS,Network",,2
T1071,Application Layer Protocol,command-and-control,"Linux,macOS,Windows",,4
T1074.002,Remote Data Staging,collection,"Windows,IaaS,Linux,macOS",,2
T1053,Scheduled Task/Job,"execution,persistence,privilege-escalation","Windows,Linux,macOS,Containers","Administrator,SYSTEM,User",5
T1218.007,Msiexec,defense-evasion,Windows,,3
T1590.003,Network Trust Dependencies,reconnaissance,PRE,,1
T1498.002,Reflection Amplification,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",,5
T1556.002,Password Filter DLL,"credential-access,defense-evasion,persistence",Windows,"Administrator,SYSTEM",4
T1505.005,Terminal Services DLL,persistence,Windows,,3
T1059.002,AppleScript,execution,macOS,,3
T1176,Browser Extensions,persistence,"Linux,macOS,Windows",,3
T1499.002,Service Exhaustion Flood,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace",,5
T1195.003,Compromise Hardware Supply Chain,initial-access,"Linux,macOS,Windows",,5
T1106,Native API,execution,"Windows,macOS,Linux",,3
T1070.007,Clear Network Connection History and Configurations,defense-evasion,"Linux,macOS,Windows,Network",,3
T1558.004,AS-REP Roasting,credential-access,Windows,User,4
T1584.003,Virtual Private Server,resource-development,PRE,,1
T1600.001,Reduce Key Space,defense-evasion,Network,Administrator,3
T1070.003,Clear Command History,defense-evasion,"Linux,macOS,Windows,Network",,3
T1202,Indirect Command Execution,defense-evasion,Windows,,3
T1091,Replication Through Removable Media,"lateral-movement,initial-access",Windows,,5
T1005,Data from Local System,collection,"Linux,macOS,Windows,Network",,2
T1140,Deobfuscate/Decode Files or Information,defense-evasion,"Windows,Linux,macOS",,3
T1137.005,Outlook Rules,persistence,"Windows,Office 365","Administrator,User",3
T1562,Impair Defenses,defense-evasion,"Windows,Office 365,IaaS,Linux,macOS,Containers,Network",,3
T1586.003,Cloud Accounts,resource-development,PRE,,1
T1586.002,Email Accounts,resource-development,PRE,,1
T1608.001,Upload Malware,resource-development,PRE,,1
T1195,Supply Chain Compromise,initial-access,"Linux,Windows,macOS",,5
T1190,Exploit Public-Facing Application,initial-access,"Windows,IaaS,Network,Linux,macOS,Containers",,5
T1558,Steal or Forge Kerberos Tickets,credential-access,"Windows,Linux,macOS","User,root",4
T1555,Credentials from Password Stores,credential-access,"Linux,macOS,Windows",Administrator,4
T1567,Exfiltration Over Web Service,exfiltration,"Linux,macOS,Windows",,4
T1219,Remote Access Software,command-and-control,"Linux,Windows,macOS",,4
T1583.001,Domains,resource-development,PRE,,1
T1560.002,Archive via Library,collection,"Linux,macOS,Windows",,2
T1055.003,Thread Execution Hijacking,"defense-evasion,privilege-escalation",Windows,User,5
T1036,Masquerading,defense-evasion,"Linux,macOS,Windows,Containers",,3
T1546.011,Application Shimming,"privilege-escalation,persistence",Windows,Administrator,5
T1552,Unsecured Credentials,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers,Network",,4
T1547.010,Port Monitors,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator",5
T1070.008,Clear Mailbox Data,defense-evasion,"Linux,macOS,Windows,Office 365,Google Workspace",,3
T1037.002,Login Hook,"persistence,privilege-escalation",macOS,,5
T1055,Process Injection,"defense-evasion,privilege-escalation","Linux,macOS,Windows",,5
T1205,Traffic Signaling,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows,Network",,4
T1218,System Binary Proxy Execution,defense-evasion,"Windows,Linux,macOS",,3
T1070.006,Timestomp,defense-evasion,"Linux,macOS,Windows","root,SYSTEM,User",3
T1620,Reflective Code Loading,defense-evasion,"macOS,Linux,Windows",,3
T1611,Escape to Host,privilege-escalation,"Windows,Linux,Containers","Administrator,User,root",5
T1547.009,Shortcut Modification,"persistence,privilege-escalation",Windows,"Administrator,User",5
T1010,Application Window Discovery,discovery,"macOS,Windows,Linux",,2
T1087.003,Email Account,discovery,"Windows,Office 365,Google Workspace",User,2
T1497.003,Time Based Evasion,"defense-evasion,discovery","Linux,macOS,Windows",,3
T1218.003,CMSTP,defense-evasion,Windows,,3
T1563.001,SSH Hijacking,lateral-movement,"Linux,macOS",root,4
T1562.002,Disable Windows Event Logging,defense-evasion,Windows,,3
T1029,Scheduled Transfer,exfiltration,"Linux,macOS,Windows",,4
T1021.002,SMB/Windows Admin Shares,lateral-movement,Windows,,4
T1525,Implant Internal Image,persistence,"IaaS,Containers",User,3
T1572,Protocol Tunneling,command-and-control,"Linux,macOS,Windows",,4
T1218.002,Control Panel,defense-evasion,Windows,"User,Administrator,SYSTEM",3
T1599.001,Network Address Translation Traversal,defense-evasion,Network,Administrator,3
T1608.002,Upload Tool,resource-development,PRE,,1
T1547.005,Security Support Provider,"persistence,privilege-escalation",Windows,Administrator,5
T1550,Use Alternate Authentication Material,"defense-evasion,lateral-movement","Windows,Office 365,SaaS,Google Workspace,IaaS,Containers",,4
T1597.001,Threat Intel Vendors,reconnaissance,PRE,,1
T1011,Exfiltration Over Other Network Medium,exfiltration,"Linux,macOS,Windows",,4
T1602.002,Network Device Configuration Dump,collection,Network,Administrator,2
T1589,Gather Victim Identity Information,reconnaissance,PRE,,1
T1562.004,Disable or Modify System Firewall,defense-evasion,"Linux,macOS,Windows",,3
T1560,Archive Collected Data,collection,"Linux,macOS,Windows",,2
T1553.003,SIP and Trust Provider Hijacking,defense-evasion,Windows,,3
T1185,Browser Session Hijacking,collection,Windows,"Administrator,SYSTEM",2
T1021,Remote Services,lateral-movement,"Linux,macOS,Windows",,4
T1071.003,Mail Protocols,command-and-control,"Linux,macOS,Windows",,4
T1556.007,Hybrid Identity,"credential-access,defense-evasion,persistence","Windows,Azure AD,SaaS,Google Workspace,Office 365,IaaS",,4
T1595.002,Vulnerability Scanning,reconnaissance,PRE,,1
T1059.009,Cloud API,execution,"IaaS,Azure AD,Office 365,SaaS,Google Workspace",,3
T1596,Search Open Technical Databases,reconnaissance,PRE,,1
T1207,Rogue Domain Controller,defense-evasion,Windows,Administrator,3
T1553.006,Code Signing Policy Modification,defense-evasion,"Windows,macOS",,3
T1610,Deploy Container,"defense-evasion,execution",Containers,,3
T1112,Modify Registry,defense-evasion,Windows,,3
T1543.004,Launch Daemon,"persistence,privilege-escalation",macOS,Administrator,5
T1580,Cloud Infrastructure Discovery,discovery,IaaS,,2
T1555.003,Credentials from Web Browsers,credential-access,"Linux,macOS,Windows",User,4
T1574.008,Path Interception by Search Order Hijacking,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User,SYSTEM",5
T1491,Defacement,impact,"Windows,IaaS,Linux,macOS",,5
T1535,Unused/Unsupported Cloud Regions,defense-evasion,IaaS,User,3
T1557.003,DHCP Spoofing,"credential-access,collection","Linux,Windows,macOS",,4
T1563,Remote Service Session Hijacking,lateral-movement,"Linux,macOS,Windows","SYSTEM,root",4
T1027.001,Binary Padding,defense-evasion,"Linux,macOS,Windows",,3
T1505.003,Web Shell,persistence,"Linux,Windows,macOS,Network",,3
T1484.001,Group Policy Modification,"defense-evasion,privilege-escalation",Windows,"Administrator,User",5
T1217,Browser Information Discovery,discovery,"Linux,Windows,macOS",,2
T1552.004,Private Keys,credential-access,"Linux,macOS,Windows,Network",,4
T1583.004,Server,resource-development,PRE,,1
T1021.006,Windows Remote Management,lateral-movement,Windows,"User,Administrator",4
T1011.001,Exfiltration Over Bluetooth,exfiltration,"Linux,macOS,Windows",,4
T1078.001,Default Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers","Administrator,User",5
T1547.003,Time Providers,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator",5
